block,vignette_id,condition,stimulus_text,question_id,question_text,scale
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V04_CA,Therapeutic_Strong,I'm not in a regulated enough place to have this conversation productively. I need to honor my window of tolerance. I'll let you know when I'm ready to revisit this.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V05_CA,Blunt,If you keep pushing this I'm just going to leave. Stop.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V05_CA,Neutral,If this continues like this I might need space.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V05_CA,Therapeutic_Mild,"I want to work through this, but I'm starting to feel flooded and I can't stay present when I'm flooded. I need to pause.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V05_CA,Therapeutic_Strong,I'm noticing that continuing this conversation is activating my threat response. For my own safety I need to set a boundary around continuing. If my boundary isn't respected I'll need to step away to protect my nervous system.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V06_CA,Blunt,Stop dredging up old stuff. Move on.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V06_CA,Neutral,Can we just move forward instead of going over this again?,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V06_CA,Therapeutic_Mild,I know there's still stuff we haven't resolved. Rehashing the details keeps putting me in a really activated place and I can't think clearly when I'm there. I need some distance from it.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V06_CA,Therapeutic_Strong,Revisiting past events keeps us in a trauma loop that isn't serving either of us. Healthy relating means staying present. I'm choosing to practice presence rather than re-activating old wounds.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Blame_Relocation,V07_BR,Blunt,"Yeah I lied. But you're crazy and paranoid, that's why I had to lie.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Blame_Relocation,V07_BR,Neutral,I did lie. But you do check up on me a lot.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Blame_Relocation,V07_BR,Therapeutic_Mild,"I lied, and that's on me. I was also feeling really cornered and like I couldn't be honest without it escalating, which isn't an excuse, it's just where I was at.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Blame_Relocation,V07_BR,Therapeutic_Strong,"I want to own that I wasn't fully transparent. I also want to name that the level of monitoring in this relationship made honesty feel unsafe for me. My nervous system was in a threat response, which impacted my capacity for full transparency.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Blame_Relocation,V08_BR,Blunt,I yelled at you because you provoked me. This is your fault.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V08_BR,Blunt,I yelled at you because you provoked me. This is your fault.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Blame_Relocation,V08_BR,Blunt,I yelled at you because you provoked me. This is your fault.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Blame_Relocation,V08_BR,Blunt,I yelled at you because you provoked me. This is your fault.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Blame_Relocation,V08_BR,Blunt,I yelled at you because you provoked me. This is your fault.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
